epoch,train_loss,train_accuracy,train_macro_f1,train_macro_precision,train_macro_recall,val_loss,val_accuracy,val_macro_f1,val_macro_precision,val_macro_recall
51,0.35960703077342887,0.8359832635983263,0.8216262506619678,0.7976882678934052,0.8725707308616037,1.0899611848053044,0.7199406234537358,0.6275414733474223,0.62036790430225,0.683224472696802
52,0.37106301237515993,0.8334728033472804,0.8118213348529808,0.7865789135386604,0.871283411510182,1.188982146084751,0.6927263730826324,0.5960991911132012,0.6010338134248423,0.6348555725679986
53,0.33713579527004994,0.8432357043235704,0.8271708811976486,0.8021914488504102,0.8802859759396503,1.1769004474324438,0.7011380504700643,0.6051681128677204,0.6106638477700985,0.6428064499970251
54,0.3311029993512017,0.8479776847977685,0.831938282752362,0.8059853674005382,0.8862247772002727,1.1523518867565818,0.698169223156853,0.6049408316666692,0.6078984757765321,0.6489076007130063
55,0.32670444547714383,0.8529986052998605,0.8361080980823764,0.8092695056652798,0.8915765723753932,1.1627789266271087,0.6932211776348343,0.6050801514442601,0.5989120924583987,0.6574254507703468
56,0.29804959415225635,0.8541143654114366,0.843643247745027,0.8181540355028032,0.8970546094128081,1.2337717963055417,0.6803562592775854,0.5833925701794554,0.596225683399779,0.614222796667591
57,0.3080655462343656,0.8564853556485356,0.8427643222690961,0.8167888843265054,0.8928229886256717,1.196196362236123,0.7209302325581395,0.6196216059127085,0.6173655732324809,0.6455000276959427
58,0.3293569931717566,0.8503486750348676,0.83002988600499,0.8088608297477888,0.8792486259900751,1.2352497009933732,0.6917367639782286,0.6057617416695101,0.608273578064117,0.657758378800173
59,0.286197260068145,0.8626220362622036,0.8470025530687593,0.8204526527495938,0.9016275841959915,1.2034474465441196,0.7031172686788718,0.6027766534456203,0.5971692016655037,0.646369494765953
60,0.29989444869447035,0.8588563458856346,0.8408606527544077,0.813959844030987,0.896612710980717,1.244169121358372,0.6971796140524493,0.6041471842688503,0.5974779885954105,0.6561563840641527
