epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1,val_macro_precision,val_macro_recall
21,0.5089191588630413,0.7911967988359403,0.7501756640241711,0.8187283625235925,0.7390769230769231,0.6671078303686727,0.665124440684631,0.7223016127852017
22,0.49907411456585105,0.7986540560203711,0.7579516696987755,0.8546240979891557,0.7243076923076923,0.6618668696266553,0.6852923401676132,0.7183355044332539
23,0.48729369166808895,0.7911967988359403,0.755534470064099,0.8633687902230482,0.7009230769230769,0.6492713322441939,0.6769737452593455,0.7263705778697246
24,0.48472494591622406,0.7917424518006548,0.7532156091520694,0.8721075094846579,0.715076923076923,0.6465005591597004,0.670454070482913,0.7027838923534475
25,0.48736852153772525,0.7999272462713715,0.7553071915443115,0.8850551669597626,0.6996923076923077,0.6422163319148596,0.6526159669720196,0.7058009619374676
26,0.4556763128676645,0.8022917424518007,0.7647688952150129,0.8671714588128604,0.7046153846153846,0.6519086267896513,0.6825823466354013,0.7192797562150959
27,0.4776718465902017,0.8012004365223717,0.765685406157478,0.8867138601083022,0.7310769230769231,0.6510438989637317,0.649968877351073,0.7140808707629441
28,0.4714628369342461,0.7935612950163696,0.7575931415500485,0.8584124913765834,0.7304615384615385,0.6538888744279735,0.6476027871241702,0.7157798030563872
29,0.4778079191265474,0.8028373954165151,0.7616030671195059,0.877174091724249,0.704,0.6442746304306324,0.6483806665000066,0.723451814040704
30,0.4691155319996165,0.7997453619498,0.7646939759385181,0.8732450976738563,0.7212307692307692,0.6538358271588096,0.6555260656445825,0.7230360071134826
31,0.4472040617713151,0.8059294288832303,0.7705924884507395,0.8710658390338605,0.715076923076923,0.6441548424279392,0.6476834603428859,0.7127294621840556
32,0.45408367102429753,0.8059294288832303,0.7662208554766057,0.8787058734068504,0.7206153846153847,0.6596660826060289,0.6624367903240548,0.7261218399625824
33,0.45303396231783827,0.8102946526009458,0.775900882463346,0.9061159649078663,0.7058461538461539,0.6484226579254365,0.6550607236620869,0.7219015959815354
34,0.4330655885592683,0.8088395780283739,0.7684936271303897,0.8968833072002117,0.6898461538461539,0.633887114476847,0.6429700467407837,0.7165381120716688
35,0.42585476811212297,0.8088395780283739,0.7758691617253055,0.9201546300191146,0.7353846153846154,0.6588586661054213,0.6606147090748898,0.7115853457179601
36,0.4439842412800475,0.817933794106948,0.7822937789175518,0.9374370265373817,0.6818461538461539,0.6211435748067082,0.6445605359357102,0.7009652594915938
37,0.4507816179139521,0.8021098581302292,0.7723453475358237,0.9053535341849694,0.7230769230769231,0.6565638970903411,0.6542905257904821,0.7252475782412025
38,0.42151474448584264,0.8119316114950891,0.7748763718242613,0.9424731567089374,0.712,0.6530004386103422,0.6554191021911422,0.7246349152176266
39,0.4278102691453689,0.8108403055656602,0.7749094386539422,0.9333770304643191,0.7107692307692308,0.6399067198480404,0.6517752802623199,0.7073130612649974
40,0.4253136613404547,0.8164787195343761,0.7844668949631242,0.9174689537195059,0.6996923076923077,0.6399755390106798,0.6520501583979986,0.7179287451475493
41,0.4267482862510695,0.8019279738086577,0.7667897113514761,0.9358787211454832,0.6892307692307692,0.6231209011443026,0.642132311402135,0.7088935016544703
42,0.4240580251343513,0.8166606038559476,0.7792539622864847,0.9476966460117927,0.6972307692307692,0.6354369805727111,0.6451898600127232,0.710701418212661
43,0.4181070111477839,0.8150236449618042,0.7829353421141836,0.9740619846490713,0.7212307692307692,0.6591275898356717,0.6621842527718441,0.7240606165052345
44,0.4085177395746204,0.8139323390323754,0.7849686088172216,1.0177594574231368,0.7249230769230769,0.6388547348798127,0.6460015481486703,0.6831415265633087
45,0.4010281094901125,0.813022917424518,0.7797287978171477,1.0035591623599713,0.7144615384615385,0.6433169941753188,0.6497855685535658,0.7089663447174704
46,0.4283117141104386,0.8162968352128046,0.7829063340061542,0.9859658084465908,0.7027692307692308,0.6400618433134592,0.6496916274985041,0.7106842252920041
47,0.38993973530782877,0.8079301564205166,0.7766319228359543,1.0349694280074193,0.7273846153846154,0.6470218974018557,0.6475936211195354,0.7036591197113641
48,0.4114870673181708,0.8181156784285195,0.7787348984899272,1.0595810273977426,0.7236923076923077,0.6338553787532747,0.6346423948791736,0.6941205213713569
49,0.40841982752984546,0.8268461258639506,0.7879560013499505,1.0149491347349606,0.7132307692307692,0.6456439596380208,0.6470040473206753,0.7108154218831626
50,0.40018477361607263,0.8173881411422336,0.7855998911133374,1.0397322298563443,0.704,0.6356942411990117,0.6457306830603083,0.6993043878251066
51,0.40100107296200915,0.8159330665696617,0.789146347347892,1.0293039633860954,0.691076923076923,0.6230467400995979,0.6418048793178185,0.6944640519442521
52,0.4012916418650923,0.8101127682793743,0.7795052641513485,1.0927647276841677,0.7169230769230769,0.6474640507292684,0.6521360116275373,0.7129411902722056
53,0.38033301029022326,0.8184794470716624,0.7890485195351635,1.0795293718117933,0.6984615384615385,0.6298145614118593,0.638700205047359,0.7009780775232628
54,0.3948492597518899,0.8141142233539469,0.7829605063071251,1.0669898632673116,0.7169230769230769,0.6349700857241708,0.6361568176875153,0.6899403535535542
55,0.3820892783263329,0.8201164059658057,0.7834498956726614,1.0719226414056924,0.7015384615384616,0.6327296444429571,0.6402762850606925,0.695103977763138
56,0.3742970956395261,0.8215714805383776,0.8001885345820591,1.0537322177336765,0.7212307692307692,0.6488481692908052,0.6475540427111915,0.7047407767524285
57,0.3842746059692483,0.8341214987268097,0.7993668085208535,1.056195029937304,0.7021538461538461,0.6366299476713666,0.6439371986887802,0.7021622313589304
58,0.3738387967292158,0.812659148781375,0.7859230119462521,1.0946237725477952,0.7193846153846154,0.6439791941801397,0.6409688038439362,0.692712647436439
59,0.3781166970946651,0.8219352491815205,0.7932318361538786,1.1218865196154668,0.7076923076923077,0.6401273928138979,0.6423172640858433,0.6931173537601755
60,0.3710251498022874,0.8292106220443798,0.7985733849498533,1.135554229791348,0.7230769230769231,0.6424373465500269,0.6452702996377674,0.7033244128576416
61,0.36300323345783453,0.8277555474718079,0.7951953849720881,1.1120544566557957,0.7218461538461538,0.6456522382271364,0.6485870369021458,0.6923333864429627
62,0.36979611223938247,0.8210258275736632,0.7957309104208069,1.17402378317026,0.7267692307692307,0.6458418849920703,0.6444761839218199,0.6975862016655752
63,0.3737612527233768,0.836485994907239,0.8025161724269859,1.1489495173050808,0.7064615384615385,0.6289407273885878,0.6331572651951518,0.6919997780563826
64,0.37440408376530326,0.8226627864678064,0.7980956699487026,1.1241012189021478,0.7095384615384616,0.6309732600721752,0.6329711107968903,0.6775217654036674
65,0.36365838967353137,0.826664241542379,0.7929809003034745,1.1737184928930722,0.6941538461538461,0.620236266995356,0.6300399538882591,0.6880581796040637
66,0.34771144492555073,0.8286649690796654,0.8047138385660718,1.1816309098096993,0.7089230769230769,0.6341525249421829,0.6345103575626971,0.6933146159454557
67,0.38027812089539303,0.8286649690796654,0.7970683259803956,1.1432667194146375,0.7206153846153847,0.6395575674611056,0.6439244967377878,0.6955953924881602
68,0.35888436437737253,0.8212077118952347,0.7950431960513962,1.191890853863496,0.7212307692307692,0.6335110027477114,0.6376828315446733,0.6744771435895801
69,0.3501067259780881,0.8299381593306657,0.8041481285673313,1.2054870606752541,0.7156923076923077,0.6351082795191024,0.6341160596551914,0.6819058484400522
70,0.35907936386734235,0.8313932339032375,0.7960080424488215,1.2576922857944781,0.7132307692307692,0.6379214600581953,0.6465316311028669,0.6822068939129388
71,0.35741410088695236,0.8343033830483813,0.8036688927614296,1.1789747916184938,0.7009230769230769,0.6277640906587078,0.6380291461000551,0.6865693407690632
72,0.34862217442605137,0.8272098945070935,0.8019150669401789,1.206604681143394,0.7107692307692308,0.6345960459390232,0.6308880330972964,0.6910684099657792
73,0.34581421302118576,0.8310294652600946,0.808759090574642,1.1932554167050582,0.712,0.6323122582247895,0.6303973117512005,0.6828682916323267
74,0.3401236179829858,0.8390323754092397,0.810757524310544,1.3150053057853992,0.7310769230769231,0.6346907017208773,0.6356004567812769,0.6685310133641444
75,0.34878723083213703,0.8348490360130957,0.8074958051411542,1.266813004713792,0.7249230769230769,0.6394500139260465,0.6432425591723588,0.6821392453428091
76,0.34247438575450445,0.8344852673699527,0.8101404273358471,1.2122703371047974,0.7126153846153847,0.6344370908753533,0.6391760331851027,0.6856831787086868
77,0.3583481889143559,0.8339396144052382,0.8068393441824193,1.2180785776651823,0.7113846153846154,0.6367074023007884,0.6393019422935299,0.686905918652999
78,0.3375857311103421,0.836122226264096,0.8052010254311707,1.259627909201842,0.7206153846153847,0.6406581010884103,0.6354000151503261,0.6951719757643294
79,0.33682949348292207,0.8299381593306657,0.8074911989908711,1.287638669032317,0.7206153846153847,0.6382021235710856,0.6367800175665304,0.6873956304608585
80,0.33512909103844896,0.8372135321935249,0.8104450352050198,1.340470455481456,0.7076923076923077,0.632964754114931,0.635172399672903,0.6913746421570673
81,0.3277264988261945,0.836122226264096,0.8093198176269389,1.2968099948626297,0.7052307692307692,0.632081556938243,0.6364680772930474,0.686419420222481
82,0.332340834768697,0.8435794834485267,0.814870612429188,1.3109848390909342,0.6935384615384615,0.6217750604882194,0.6291209713710476,0.6864662843133347
83,0.33717843466301145,0.8381229538013824,0.8064104799390883,1.3143324638330018,0.7033846153846154,0.627799711137841,0.6286254260995291,0.6806385225039622
84,0.3255643500072733,0.8408512186249545,0.8178993441662711,1.2736354909676773,0.7224615384615385,0.6499866982004523,0.6424121683377033,0.702275477677371
85,0.32665365203678415,0.8348490360130957,0.8068606412252022,1.36213680771681,0.7212307692307692,0.6409129993738739,0.6367272891446223,0.6928631653633569
86,0.3263222905517535,0.8403055656602401,0.8065288285533565,1.3460720764857073,0.7107692307692308,0.6364043622350065,0.636380846180639,0.6898528715980262
87,0.34456305999936254,0.8332120771189524,0.8063758417313415,1.3470549906400533,0.715076923076923,0.6273198092685927,0.6261202353544776,0.675596898535519
88,0.3181680211070322,0.8372135321935249,0.8143420207046943,1.3286325410329378,0.7156923076923077,0.6357675522933006,0.6336949263955628,0.684799919333627
89,0.3088907124281537,0.8430338304838123,0.8126300570699826,1.3945709701684805,0.707076923076923,0.6258330314765149,0.633109981365274,0.6768627945258867
90,0.32561423664485034,0.8475809385230993,0.8164443105834582,1.4323069284145649,0.7076923076923077,0.6338810814374818,0.6440279551492062,0.691517419335526
91,0.319728247547592,0.8421244088759549,0.812813403771462,1.394708373253162,0.7138461538461538,0.6339054735597839,0.6328761393877915,0.6853530903166974
92,0.3128423690091224,0.8412149872680975,0.8123537754269368,1.397189658641815,0.7027692307692308,0.618905362122509,0.6202034923264897,0.6608683254226118
93,0.3147608051737164,0.8444889050563842,0.8197680023240247,1.3823047724136939,0.7156923076923077,0.632236971981343,0.6309192586161009,0.6757581276458384
94,0.3191610940394292,0.8332120771189524,0.8092227727103583,1.4566811438707206,0.7286153846153847,0.6424929518808649,0.637508229320052,0.6884041699717034
95,0.30873590305030196,0.850491087668243,0.8238685034608767,1.4292194831187908,0.728,0.6510009232353613,0.639179708841847,0.7016626023515782
96,0.31788387336311186,0.8386686067660968,0.8099446931167418,1.4799384572139154,0.7126153846153847,0.6240091688628071,0.6279441406120903,0.6723060657240266
97,0.30614850738127475,0.8444889050563842,0.8195567286451566,1.5067770719894995,0.7156923076923077,0.6270796213304463,0.6334745451439018,0.6776089248960688
98,0.3126945618327291,0.8404874499818116,0.8143012103644874,1.4834018198526822,0.7249230769230769,0.6430215794638465,0.6388734700783596,0.6858426309708419
99,0.30801612485122926,0.8519461622408149,0.8260241582925193,1.4083170906213613,0.6935384615384615,0.6253225504781758,0.6310568091135541,0.6847600864998151
100,0.30358918857340295,0.8412149872680975,0.8215648269450722,1.473268581372041,0.7101538461538461,0.6268364369194618,0.6246789107848153,0.6672778155992213
